State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
"PR","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"PR","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Death rate for heart attack patients","MORT_30_AMI","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"RI","Death rate for heart failure patients","MORT_30_HF","0","11","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"RI","Death rate for pneumonia patients","MORT_30_PN","0","9","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"RI","Death rate for COPD patients","MORT_30_COPD","0","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"RI","Death rate for stroke patients","MORT_30_STK","0","8","1","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"RI","Death rate for CABG surgery patients","MORT_30_CABG","0","1","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"RI","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","9","0","1","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"RI","Serious complications","PSI_90_SAFETY","1","10","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","5","0","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Pressure sores","PSI_3_ULCER","2","9","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"RI","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Death rate for heart attack patients","MORT_30_AMI","0","34","0","28","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SC","Death rate for heart failure patients","MORT_30_HF","2","50","3","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SC","Death rate for pneumonia patients","MORT_30_PN","3","59","1","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SC","Death rate for COPD patients","MORT_30_COPD","2","53","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SC","Death rate for stroke patients","MORT_30_STK","2","43","0","17","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SC","Death rate for CABG surgery patients","MORT_30_CABG","1","16","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SC","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","3","36","1","14","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"SC","Serious complications","PSI_90_SAFETY","4","50","2","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","54","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","48","2","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","46","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","51","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","28","0","19","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Pressure sores","PSI_3_ULCER","6","49","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","56","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","42","1","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","52","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","45","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SC","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","41","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Death rate for heart attack patients","MORT_30_AMI","0","9","0","36","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SD","Death rate for heart failure patients","MORT_30_HF","0","21","0","35","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SD","Death rate for pneumonia patients","MORT_30_PN","0","48","0","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SD","Death rate for COPD patients","MORT_30_COPD","0","21","0","33","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SD","Death rate for stroke patients","MORT_30_STK","0","12","0","34","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SD","Death rate for CABG surgery patients","MORT_30_CABG","0","2","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"SD","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","16","0","4","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"SD","Serious complications","PSI_90_SAFETY","0","21","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","19","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","16","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","13","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","16","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","5","0","8","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Pressure sores","PSI_3_ULCER","1","18","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","19","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","15","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","16","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","15","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"SD","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","15","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Death rate for heart attack patients","MORT_30_AMI","2","52","1","51","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TN","Death rate for heart failure patients","MORT_30_HF","4","92","1","15","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TN","Death rate for pneumonia patients","MORT_30_PN","14","88","2","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TN","Death rate for COPD patients","MORT_30_COPD","5","92","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TN","Death rate for stroke patients","MORT_30_STK","5","56","1","39","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TN","Death rate for CABG surgery patients","MORT_30_CABG","2","19","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TN","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","52","1","16","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"TN","Serious complications","PSI_90_SAFETY","6","84","1","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","91","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","71","3","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","68","0","10","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","76","0","8","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","42","0","27","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Pressure sores","PSI_3_ULCER","8","82","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","91","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","65","0","7","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","74","0","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","3","63","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TN","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","9","54","2","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Death rate for heart attack patients","MORT_30_AMI","5","182","0","130","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TX","Death rate for heart failure patients","MORT_30_HF","2","247","15","102","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TX","Death rate for pneumonia patients","MORT_30_PN","6","276","27","73","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TX","Death rate for COPD patients","MORT_30_COPD","4","255","3","108","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TX","Death rate for stroke patients","MORT_30_STK","5","178","1","145","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TX","Death rate for CABG surgery patients","MORT_30_CABG","5","100","1","21","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"TX","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","3","207","4","59","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"TX","Serious complications","PSI_90_SAFETY","7","303","6","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","2","302","0","12","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","7","253","6","14","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","227","0","46","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","250","0","32","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","3","131","3","77","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Pressure sores","PSI_3_ULCER","9","285","4","18","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","303","0","13","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Blood stream infection after surgery","PSI_13_POST_SEPSIS","3","226","1","29","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","3","263","0","14","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","3","230","0","28","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"TX","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","11","216","2","32","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Death rate for heart attack patients","MORT_30_AMI","0","14","1","22","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"UT","Death rate for heart failure patients","MORT_30_HF","1","25","0","18","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"UT","Death rate for pneumonia patients","MORT_30_PN","0","39","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"UT","Death rate for COPD patients","MORT_30_COPD","1","18","0","24","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"UT","Death rate for stroke patients","MORT_30_STK","2","14","0","25","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"UT","Death rate for CABG surgery patients","MORT_30_CABG","0","7","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"UT","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","31","0","5","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"UT","Serious complications","PSI_90_SAFETY","1","30","1","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","31","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","30","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","26","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","28","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","11","0","15","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Pressure sores","PSI_3_ULCER","0","31","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","31","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","30","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","30","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","30","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"UT","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","29","1","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Death rate for heart attack patients","MORT_30_AMI","0","67","1","14","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VA","Death rate for heart failure patients","MORT_30_HF","1","74","7","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VA","Death rate for pneumonia patients","MORT_30_PN","8","70","3","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VA","Death rate for COPD patients","MORT_30_COPD","1","76","2","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VA","Death rate for stroke patients","MORT_30_STK","1","66","1","12","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VA","Death rate for CABG surgery patients","MORT_30_CABG","0","19","2","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VA","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","58","3","9","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"VA","Serious complications","PSI_90_SAFETY","5","67","1","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","73","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","3","64","1","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","1","64","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","72","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","40","0","25","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Pressure sores","PSI_3_ULCER","3","67","3","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","73","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","3","60","1","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","67","1","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","3","61","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VA","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","5","57","1","7","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Death rate for heart attack patients","MORT_30_AMI","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VI","Death rate for heart failure patients","MORT_30_HF","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VI","Death rate for pneumonia patients","MORT_30_PN","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VI","Death rate for COPD patients","MORT_30_COPD","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VI","Death rate for stroke patients","MORT_30_STK","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VI","Death rate for CABG surgery patients","MORT_30_CABG","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VI","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"VI","Serious complications","PSI_90_SAFETY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VI","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VT","Death rate for heart attack patients","MORT_30_AMI","0","9","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VT","Death rate for heart failure patients","MORT_30_HF","3","11","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VT","Death rate for pneumonia patients","MORT_30_PN","0","15","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VT","Death rate for COPD patients","MORT_30_COPD","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VT","Death rate for stroke patients","MORT_30_STK","1","11","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VT","Death rate for CABG surgery patients","MORT_30_CABG","0","1","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"VT","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","11","0","1","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"VT","Serious complications","PSI_90_SAFETY","0","6","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VT","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"VT","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
