State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"OR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","159","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","195","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","142","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","115","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","194","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","153","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","187","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","230","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","308","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","167","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","147","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","184","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low)","OP_18c_LOW_MIN","125","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","153","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","188","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","196","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","243","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","211","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","305","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","250","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","291","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","266","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","194","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","235","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","204","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","172","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","176","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","276","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","181","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","183","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","195","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","226","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","310","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","293","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","291","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","223","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","191","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","214","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","187","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","213","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","258","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","170","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","169","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","258","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","357","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","249","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","228","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","246","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","208","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","170","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","207","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","229","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","305","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","192","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","142","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","238","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","213","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","200","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","245","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","283","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","220","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","164","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","213","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate)","OP_18c_MEDIUM_MIN","166","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","168","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","213","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","158","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","249","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","236","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","316","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","300","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","294","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","340","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","220","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","310","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","264","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","173","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","201","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","294","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","193","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","205","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","230","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","199","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","348","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","297","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","248","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","224","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","272","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","280","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","172","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","175","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","295","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","210","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","224","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","262","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","308","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","136","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","412","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","275","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","219","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","193","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","199","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","312","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
