Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnotes,Measure Start Date,Measure End Date
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,237,499,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,64,500,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Preventive Care,IMM-2,Influenza Immunization,90,382,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,83,487,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,27,499,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,6,18,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,255,102,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,110,101,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Preventive Care,IMM-2,Influenza Immunization,86,164,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,58,478,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,21,486,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,260,234,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,70,227,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Preventive Care,IMM-2,Influenza Immunization,71,458,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,109,400,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,27,450,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,7,29,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,339,309,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,115,302,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Preventive Care,IMM-2,Influenza Immunization,66,483,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,165,387,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,85,463,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,73,12,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,3,31,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,256,351,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,82,340,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Preventive Care,IMM-2,Influenza Immunization,76,387,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,94,462,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,27,453,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,5,22,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Preventive Care,IMM-2,Influenza Immunization,66,128,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD ,BEAUFORT ,SC,29902,BEAUFORT,(843) 228-5600,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
