"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"390115","ARIA HEALTH","10800 Knights Road","Philadelphia",,"PA","19114",2156124000,,,,,,,,,,,,,,,,,"4",,,,,
"390125","WAYNE MEMORIAL HOSPITAL","601 Park Street","Honesdale",,"PA","18431",5702538100,,,,,,,,,,,,,,,,,"4",,,,,
"390133","LEHIGH VALLEY HOSPITAL","1200 South Cedar Crest Boulvard","Allentown",,"PA","18105",6104028000,98,2,0,99,91,7,2,95,88,10,2,94,85,13,2,94,,6475,1928,30,04/01/2017,03/31/2018
"390138","WAYNESBORO HOSPITAL","501 East Main St","Waynesboro",,"PA","17268",7177654000,,,,,,,,,,,,,,,,,"4",,,,,
"390142","ALBERT EINSTEIN MEDICAL CENTER","5501 Old York Road","Philadelphia",,"PA","19141",2154567890,,,,,,,,,,,,,,,,,"4",,,,,
"390145","EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL","532 West Pittsburgh Street","Greensburg",,"PA","15601",4128325050,96,3,1,98,92,7,1,96,84,14,2,94,80,19,1,93,,1587,554,35,04/01/2017,03/31/2018
"390150","WASHINGTON HEALTH SYSTEM GREENE","350 Bonar Avenue","Waynesburg",,"PA","15370",7246272602,,,,,,,,,,,,,,,,,"4",,,,,
"390151","CHAMBERSBURG HOSPITAL","112 North Seventh Street","Chambersburg",,"PA","17201",7172673000,,,,,,,,,,,,,,,,,"4",,,,,
"390163","ACMH HOSPITAL","One Nolte Drive","Kittanning",,"PA","16201",7245438500,,,,,,,,,,,,,,,,,"4",,,,,
"390168","BUTLER MEMORIAL HOSPITAL","One Hospital Way","Butler",,"PA","16001",7242836666,,,,,,,,,,,,,,,,,"4",,,,,
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 South 11th Street","Philadelphia",,"PA","19107",2159556000,95,5,0,97,90,8,2,94,84,13,3,93,84,13,3,93,,9314,2287,25,04/01/2017,03/31/2018
"390179","CHESTER COUNTY HOSPITAL","701 East Marshall Street","West Chester",,"PA","19380",6104315000,,,,,,,,,,,,,,,,,"4",,,,,
"390201","LEHIGH VALLEY HOSPITAL - POCONO","206 E Brown St","East Stroudsburg",,"PA","18301",5704214000,97,2,1,98,88,10,2,93,85,12,3,93,76,22,2,91,,987,245,25,04/01/2017,03/31/2018
"390217","EXCELA HEALTH - FRICK HOSPITAL","508 South Church Street","Mount Pleasant",,"PA","15666",7245471500,96,4,0,98,90,9,1,95,81,15,4,93,76,21,3,91,,512,190,37,04/01/2017,03/31/2018
"390219","EXCELA HEALTH LATROBE HOSPITAL","One Mellon Way","Latrobe",,"PA","15650",7245371000,98,2,0,99,91,7,2,95,89,10,1,95,84,15,1,94,,1523,620,41,04/01/2017,03/31/2018
"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 North 39th Street","Philadelphia",,"PA","19104",2156628000,,,,,,,,,,,,,,,,,"4",,,,,
"390226","PENNSYLVANIA HOSPITAL","800 Spruce Street","Philadelphia",,"PA","19107",2158293000,,,,,,,,,,,,,,,,,"4",,,,,
"390231","ABINGTON MEMORIAL HOSPITAL","1200 Old York Road","Abington",,"PA","19001",2154812000,,,,,,,,,,,,,,,,,"4",,,,,
"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 Schoenersville Road","Bethlehem",,"PA","18017",6104842201,97,3,0,98,92,6,2,95,85,13,2,94,82,17,1,94,,2947,898,31,04/01/2017,03/31/2018
"390268","MOUNT NITTANY MEDICAL CENTER","1800 East Park Ave","State College",,"PA","16803",8142317000,97,3,0,99,91,7,2,95,87,11,2,94,85,13,2,94,,5219,1747,34,04/01/2017,03/31/2018
"390312","EASTERN REGIONAL MEDICAL CENTER","1331 East Wyoming Avenue","Philadelphia",,"PA","19124",2155377400,,,,,,,,,,,,,,,,,"4",,,,,
"390316","SURGICAL INSTITUTE OF READING","2752 Century Boulevard","Wyomissing",,"PA","19610",6103788800,96,4,0,98,91,7,2,94,85,12,3,93,84,15,1,94,,1118,449,40,04/01/2017,03/31/2018
"390322","ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL","3300 Tillman Drive","Bensalem",,"PA","19020",2152447400,99,1,0,99,92,7,1,95,91,7,2,96,90,9,1,96,"2",2305,823,36,04/01/2017,03/31/2018
"390329","EINSTEIN MEDICAL CENTER MONTGOMERY","559 West Germantown Pike","East Norriton",,"PA","19403",4846621000,,,,,,,,,,,,,,,,,"4",,,,,
"391312","PENN HIGHLANDS BROOKVILLE","100 Hospital Road","Brookville",,"PA","15825",8148492312,,,,,,,,,,,,,,,,,"4",,,,,
"391315","PENN HIGHLANDS ELK","763 Johnsonburg Road","Saint Marys",,"PA","15857",8147888000,,,,,,,,,,,,,,,,,"4",,,,,
"410006","NEWPORT HOSPITAL","11 Friendship Street","Newport",,"RI","02840",4018466400,,,,,,,,,,,,,,,,,"4",,,,,
"410007","RHODE ISLAND HOSPITAL","593 Eddy Street,case Management","Providence",,"RI","02902",4014444000,,,,,,,,,,,,,,,,,"4",,,,,
"410008","SOUTH COUNTY HOSPITAL INC","100 Kenyon Ave","Wakefield",,"RI","02879",4017828000,98,2,0,99,90,8,2,94,87,11,2,95,86,12,2,94,,1151,399,35,04/01/2017,03/31/2018
"410012","THE MIRIAM HOSPITAL","164 Summit Avenue","Providence",,"RI","02906",4017932500,,,,,,,,,,,,,,,,,"4",,,,,
"420004","MUSC MEDICAL CENTER","169 Ashley Ave","Charleston",,"SC","29425",8437923232,97,3,0,98,93,6,1,96,87,11,2,95,87,11,2,95,,1641,438,27,04/01/2017,03/31/2018
"420020","TIDELANDS HEALTH","606 Black River Rd Drawer 1718","Georgetown",,"SC","29440",8435277000,,,,,,,,,,,,,,,,,"4",,,,,
"420027","ANMED HEALTH","800 N Fant St","Anderson",,"SC","29621",8645122830,,,,,,,,,,,,,,,,,"4",,,,,
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","2669 Kinard St Po Box 497","Newberry",,"SC","29108",8034057145,98,2,0,99,94,5,1,97,85,13,2,94,80,18,2,92,,666,215,32,04/01/2017,03/31/2018
"420066","LAKE CITY COMMUNITY HOSPITAL","258 N Ron Mcnair Blvd","Lake City",,"SC","29560",8433746248,,,,,,,,,,,,,,,,,"4",,,,,
"420071","SELF REGIONAL HEALTHCARE","1325 Spring Street","Greenwood",,"SC","29646",8647254673,,,,,,,,,,,,,,,,,"4",,,,,
"420072","HAMPTON REGIONAL MEDICAL CENTER","595 West Carolina Avenue","Varnville",,"SC","29944",8039432771,,,,,,,,,,,,,,,,,"4",,,,,
"420082","AIKEN REGIONAL MEDICAL CENTER","302 University Parkway","Aiken",,"SC","29801",8036415900,94,5,1,96,88,10,2,93,75,20,5,91,73,24,3,89,,986,297,30,04/01/2017,03/31/2018
"420098","TIDELANDS WACCAMAW COMMUNITY HOSPITAL","4070 Highway 17 By-Pass,post Office Box 3350","Murrells Inlet",,"SC","29576",8436521000,,,,,,,,,,,,,,,,,"4",,,,,
"430089","DUNES SURGICAL HOSPITAL","600 Sioux Point Road","Dakota Dunes",,"SD","57049",6052323332,97,3,0,98,90,8,2,94,87,10,3,94,84,14,2,94,,2501,979,40,04/01/2017,03/31/2018
"430095","AVERA HEART HOSPITAL OF SOUTH DAKOTA","4500 W 69th St","Sioux Falls",,"SD","57108",6059777000,98,2,0,99,87,10,3,92,91,8,1,96,93,6,1,97,"2",573,321,56,04/01/2017,03/31/2018
"440010","WAYNE MEDICAL CENTER","103 Jv Mangubat Dr","Waynesboro",,"TN","38485",9317225411,99,1,0,99,96,3,1,98,87,11,2,95,88,10,2,95,"3",246,96,39,04/01/2017,03/31/2018
"440015","UNIVERSITY OF TN MEDICAL CENTER","1924 Alcoa Highway","Knoxville",,"TN","37920",8653059000,97,3,0,98,94,5,1,97,89,9,2,95,90,9,1,96,,2410,684,28,04/01/2017,03/31/2018
"440016","BAPTIST MEMORIAL HOSPITAL HUNTINGDON","631 Rb Wilson Dr","Huntingdon",,"TN","38344",7319864461,99,1,0,99,95,4,1,97,88,9,3,95,86,14,0,96,"3",232,54,23,04/01/2017,03/31/2018
"440018","SYCAMORE SHOALS HOSPITAL","1501 W Elk Ave","Elizabethton",,"TN","37643",4235421300,97,2,1,98,92,7,1,95,84,14,2,94,87,12,1,95,,1508,407,27,04/01/2017,03/31/2018
"440039","VANDERBILT UNIVERSITY MEDICAL CENTER","1211 22nd Ave S B334 Vuh","Nashville",,"TN","37232",6153225000,96,3,1,98,93,6,1,96,88,10,2,95,88,10,2,95,,14879,3762,25,04/01/2017,03/31/2018
"440048","BAPTIST MEMORIAL HOSPITAL","6019 Walnut Grove Rd","Memphis",,"TN","38120",9012265000,97,3,0,98,92,6,2,95,89,8,3,95,87,11,2,94,,10704,2430,23,04/01/2017,03/31/2018
"440049","METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 Union Ave Suite 700","Memphis",,"TN","38104",9015167000,96,4,0,98,91,7,2,95,85,13,2,94,84,13,3,93,,6243,1436,23,04/01/2017,03/31/2018
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 Medical Center Blvd","Cookeville",,"TN","38501",9317832000,,,,,,,,,,,,,,,,,"4",,,,,
"440063","JOHNSON CITY MEDICAL CENTER","400 N State Of Franklin Rd","Johnson City",,"TN","37604",4234316111,95,4,1,97,90,8,2,94,82,14,4,92,78,20,2,91,,2109,527,25,04/01/2017,03/31/2018
"440073","MAURY REGIONAL HOSPITAL","1224 Trotwood Ave","Columbia",,"TN","38401",9313811111,98,2,0,99,91,7,2,94,87,12,1,95,85,13,2,94,,1958,581,30,04/01/2017,03/31/2018
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 Bishop St","Union City",,"TN","38261",7318852410,97,3,0,98,92,6,2,95,87,11,2,94,84,15,1,94,,1536,424,28,04/01/2017,03/31/2018
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 Highway 51 S","Covington",,"TN","38019",9014762621,96,3,1,98,93,5,2,95,86,11,3,94,81,16,3,93,,996,150,15,04/01/2017,03/31/2018
"440176","INDIAN PATH MEDICAL CENTER","2000 Brookside Dr","Kingsport",,"TN","37660",4238577000,98,2,0,99,93,6,1,96,86,13,1,94,87,12,1,95,,1969,579,29,04/01/2017,03/31/2018
"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","300 Medtech Pkwy","Johnson City",,"TN","37604",4238545600,96,4,0,98,91,7,2,94,90,8,2,95,90,8,2,96,,2442,656,27,04/01/2017,03/31/2018
"441309","MARSHALL MEDICAL CENTER","1080 N Ellington Pkwy","Lewisburg",,"TN","37091",9313596241,94,5,1,96,88,8,4,92,81,14,5,92,79,17,4,91,,278,114,41,04/01/2017,03/31/2018
"450007","PETERSON REGIONAL MEDICAL CENTER","551 Hill Country Drive","Kerrville",,"TX","78028",8308964200,98,2,0,99,93,5,2,96,92,7,1,96,91,9,0,97,,1323,531,40,04/01/2017,03/31/2018
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11th Street","Wichita Falls",,"TX","76301",9407647000,,,,,,,,,,,,,,,,,"4",,,,,
"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S. Washington","Marshall",,"TX","75670",9039276000,,,,,,,,,,,,,,,,,"4",,,,,
"450034","CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH","2830 Calder Avenue","Beaumont",,"TX","77702",4098927171,97,3,0,98,94,5,1,97,88,10,2,95,85,13,2,94,,1799,498,28,04/01/2017,03/31/2018
"450035","ST JOSEPH MEDICAL CENTER","1401 St. Joseph Parkway","Houston",,"TX","77002",7137571000,,,,,,,,,,,,,,,,,"4",,,,,
"450039","JPS HEALTH NETWORK","1500 S Main St","Fort Worth",,"TX","76104",8179213431,96,3,1,98,92,6,2,95,88,9,3,94,89,10,1,96,"2",3309,647,21,04/01/2017,03/31/2018
"450040","COVENANT MEDICAL CENTER","3615 19th Street","Lubbock",,"TX","79410",8067256000,,,,,,,,,,,,,,,,,"4",,,,,
"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.","5323 Harry Hines Blvd, Mail Code 8525","Dallas",,"TX","75390",2146335555,,,,,,,,,,,,,,,,,"4",,,,,
"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","2606 Hospital Boulevard","Corpus Christi",,"TX","78405",3619024103,95,4,1,97,91,7,2,94,83,13,4,93,83,14,3,93,,1337,252,19,04/01/2017,03/31/2018
"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W Randol Mill Rd","Arlington",,"TX","76012",8175486200,,,,,,,,,,,,,,,,,"4",,,,,
"450080","TITUS REGIONAL MEDICAL CENTER","2001 N Jefferson","Mount Pleasant",,"TX","75455",9035776000,,,,,,,,,,,,,,,,,"4",,,,,
"450082","CHRISTUS SPOHN HOSPITAL BEEVILLE","1500 E Houston Hwy","Beeville",,"TX","78102",3613542000,92,5,3,95,86,14,0,93,67,33,0,92,86,14,0,95,"3",99,13,13,04/01/2017,03/31/2018
"450090","NORTH TEXAS MEDICAL CENTER","1900 Hospital Blvd.","Gainesville",,"TX","76240",9406651751,,,,,,,,,,,,,,,,,"4",,,,,
"450092","FORT DUNCAN MEDICAL CENTER","3333 N Foster Maldonado Blvd","Eagle Pass",,"TX","78852",8307735321,94,5,1,97,87,10,3,92,75,22,3,91,71,26,3,89,,1663,219,13,04/01/2017,03/31/2018
"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E. Court St.","Seguin",,"TX","78155",8303792411,,,,,,,,,,,,,,,,,"4",,,,,
"450119","SOUTH TEXAS HEALTH SYSTEM","1102 W Trenton Road","Edinburg",,"TX","78539",9566324000,94,5,1,96,88,9,3,92,81,13,6,92,82,13,5,92,,3367,543,16,04/01/2017,03/31/2018
"450133","MIDLAND MEMORIAL HOSPITAL","400 Rosalind Redfern Grover Parkway","Midland",,"TX","79701",4326851111,96,3,1,98,90,7,3,93,80,15,5,91,74,24,2,90,,3884,654,17,04/01/2017,03/31/2018
"450135","TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH","1301 Pennsylvania Avenue","Fort Worth",,"TX","76104",8172502100,,,,,,,,,,,,,,,,,"4",,,,,
"450144","PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO","720 Hospital Drive","Andrews",,"TX","79714",4325232200,,,,,,,,,,,,,,,,,"4",,,,,
"450148","TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE","201 Walls Drive","Cleburne",,"TX","76031",8176412251,,,,,,,,,,,,,,,,,"4",,,,,
"450154","VAL VERDE REGIONAL MEDICAL CENTER","801 Bedell Ave","Del Rio",,"TX","78840",8307758566,95,4,1,97,93,5,2,96,86,12,2,94,81,15,4,93,"3",434,92,22,04/01/2017,03/31/2018
"450163","CHRISTUS SPOHN HOSPITAL KLEBERG","1311 East General Cavazos Blvd","Kingsville",,"TX","78363",3615951661,97,3,0,98,94,4,2,96,85,13,2,94,79,17,4,90,,388,104,27,04/01/2017,03/31/2018
"450200","WADLEY REGIONAL MEDICAL CENTER","1000 Pine Street","Texarkana",,"TX","75501",9037988001,,,,,,,,,,,,,,,,,"4",,,,,
"450209","NORTHWEST TEXAS HOSPITAL","1501 Coulter Road","Amarillo",,"TX","79106",8063541000,95,4,1,97,90,8,2,94,80,16,4,92,74,24,2,90,,1261,275,22,04/01/2017,03/31/2018
"450213","UNIVERSITY HEALTH SYSTEM","4502 Medical Dr.","San Antonio",,"TX","78250",2103584000,95,4,1,97,91,7,2,94,88,9,3,95,90,8,2,96,,4174,1019,25,04/01/2017,03/31/2018
"450236","CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS","115 Airport Rd.","Sulphur Springs",,"TX","75482",9038857671,,,,,,,,,,,,,,,,,"4",,,,,
"450237","CHRISTUS SANTA ROSA MEDICAL CENTER","315 N San Saba Street","San Antonio",,"TX","78207",2107042011,97,3,0,98,91,7,2,95,88,11,1,95,85,14,1,94,,1746,468,27,04/01/2017,03/31/2018
"450271","WISE REGIONAL HEALTH SYSTEM","609 Medical Center Drive","Decatur",,"TX","76234",9406275921,,,,,,,,,,,,,,,,,"4",,,,,
"450289","HARRIS HEALTH SYSTEM","2525 Holly Hall Road #144","Houston",,"TX","77054",7135666417,94,5,1,97,93,6,1,96,87,10,3,94,81,14,5,91,,5299,861,16,04/01/2017,03/31/2018
"450292","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","850 Ed Hall","Kaufman",,"TX","75142",9729327200,,,,,,,,,,,,,,,,,"4",,,,,
"450324","TEXOMA MEDICAL CENTER","5016 S Us Highway 75","Denison",,"TX","75020",9034164000,96,3,1,98,89,9,2,93,84,13,3,94,82,17,1,93,,1085,280,26,04/01/2017,03/31/2018
"450351","TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL","411 N Belknap St","Stephenville",,"TX","76401",2549651500,,,,,,,,,,,,,,,,,"4",,,,,
"450411","EASTLAND MEMORIAL HOSPITAL","304 S. Daugherty,box 897","Eastland",,"TX","76448",2546292601,,,,,,,,,,,,,,,,,"4",,,,,
"450419","TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","108 Denver Trail","Azle",,"TX","76020",8174448700,,,,,,,,,,,,,,,,,"4",,,,,
"450422","BAYLOR MEDICAL CENTER AT UPTOWN","2727 East Lemmon Avenue Building I","Dallas",,"TX","75204",2144433000,97,3,0,98,89,9,2,94,88,9,3,95,87,12,1,95,,946,273,29,04/01/2017,03/31/2018
"450451","GLEN ROSE MEDICAL CENTER","1021 Holden Street","Glen Rose",,"TX","76043",2548972215,,,,,,,,,,,,,,,,,"4",,,,,
"450462","TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS","8200 Walnut Hill Lane","Dallas",,"TX","75231",2143456789,,,,,,,,,,,,,,,,,"4",,,,,
"450469","WILSON N JONES REGIONAL MEDICAL CENTER","500 N Highland Avenue","Sherman",,"TX","75092",9038704611,,,,,,,,,,,,,,,,,"4",,,,,
"450489","MEDICAL ARTS HOSPITAL","2200 N Bryan Ave","Lamesa",,"TX","79331",8068722183,,,,,,,,,,,,,,,,,"4",,,,,
"450518","THE MEDICAL CENTER OF SOUTHEAST TEXAS","2555 Jimmy Johnson Blvd.","Port Arthur",,"TX","77640",4099834951,,,,,,,,,,,,,,,,,"4",,,,,
"450539","COVENANT HOSPITAL PLAINVIEW","2601 Dimmitt Rd.","Plainview",,"TX","79072",8062965531,,,,,,,,,,,,,,,,,"4",,,,,
"450571","SHANNON MEDICAL CENTER","120 East Harris Avenue","San Angelo",,"TX","76903",3256536741,97,3,0,99,96,3,1,98,90,9,1,96,89,10,1,96,"2",798,220,28,04/01/2017,03/31/2018
"450584","WILBARGER GENERAL HOSPITAL","920 Hillcrest Dr","Vernon",,"TX","76384",9405529351,,,,,,,,,,,,,,,,,"4",,,,,
"450597","CUERO REGIONAL  HOSPITAL","2550 N. Esplanade","Cuero",,"TX","77954",3612756191,96,3,1,98,94,6,0,97,83,15,2,93,84,15,1,95,,719,238,34,04/01/2017,03/31/2018
"450639","TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","1600 Hospital Parkway","Bedford",,"TX","76022",8178484000,,,,,,,,,,,,,,,,,"4",,,,,
"450643","DOCTORS HOSPITAL OF LAREDO","10700 Mcpherson Rd","Laredo",,"TX","78045",9565232000,94,5,1,96,91,7,2,94,84,12,4,93,84,14,2,94,,1607,272,17,04/01/2017,03/31/2018
"450661","ODESSA REGIONAL MEDICAL CENTER","520 E. 6th St.,box 4859","Odessa",,"TX","79761",4325828000,,,,,,,,,,,,,,,,,"4",,,,,
"450686","UNIVERSITY MEDICAL CENTER","602 Indiana Avenue","Lubbock",,"TX","79415",8067758200,98,2,0,99,94,5,1,97,89,10,1,96,89,10,1,96,,1745,375,22,04/01/2017,03/31/2018
"450697","SOUTHWEST GENERAL HOSPITAL","7400 Barlite Blvd","San Antonio",,"TX","78224",2109212000,,,,,,,,,,,,,,,,,"4",,,,,
"450743","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","3000 N I-35","Denton",,"TX","76201",9408987000,,,,,,,,,,,,,,,,,"4",,,,,
"450755","COVENANT HOSPITAL LEVELLAND","1900 College Ave","Levelland",,"TX","79336",8068944963,,,,,,,,,,,,,,,,,"4",,,,,
"450766","U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY","5353 Harry Hines Blvd, Mail Code 8525","Dallas",,"TX","75390",2148796306,,,,,,,,,,,,,,,,,"4",,,,,
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","6200 W Parker Rd","Plano",,"TX","75093",9729818000,,,,,,,,,,,,,,,,,"4",,,,,
"450774","TOPS SURGICAL SPECIALTY HOSPITAL","17080 Red Oak Drive","Houston",,"TX","77090",2815392900,97,2,1,98,92,6,2,95,90,9,1,96,89,10,1,96,,1227,340,29,04/01/2017,03/31/2018
"450779","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","6100 Harris Pkwy","Fort Worth",,"TX","76132",8174336550,,,,,,,,,,,,,,,,,"4",,,,,
"450808","NORTHWEST HILLS SURGICAL HOSPITAL","6818 Austin Center Blvd, Suite 100","Austin",,"TX","78731",5123461994,,,,,,,,,,,,,,,,,"4",,,,,
"450828","CHRISTUS SPOHN HOSPITAL ALICE","2500 E. Main","Alice",,"TX","78332",3616618016,91,9,0,96,82,18,0,91,86,11,3,95,84,10,6,92,"3",232,27,12,04/01/2017,03/31/2018
"450834","PHYSICIANS CENTRE,THE","3131 University Drive East","Bryan",,"TX","77802",9797313100,97,2,1,98,93,5,2,96,89,9,2,95,88,9,3,94,,1357,438,32,04/01/2017,03/31/2018
"450840","TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","1105 Central Expressway North,suite 100","Allen",,"TX","75013",9727471000,,,,,,,,,,,,,,,,,"4",,,,,
"450845","EL PASO SPECIALTY HOSPITAL","1755 Curie, Suite A","El Paso",,"TX","79902",9155443636,93,6,1,96,89,8,3,93,84,12,4,93,87,11,2,95,,4090,1302,33,04/01/2017,03/31/2018
"450853","BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO","5601 Warren Parkway","Frisco",,"TX","75034",2144075000,98,2,0,99,91,7,2,94,92,8,0,96,91,8,1,97,,1313,273,21,04/01/2017,03/31/2018
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","18600 North Hardy Oak","San Antonio",,"TX","78258",2104040800,99,1,0,99,92,8,0,96,95,5,0,97,89,10,1,96,,680,210,31,04/01/2017,03/31/2018
"450860","MEMORIAL HERMANN SUGAR LAND SURGICAL HOSPITAL","1211 Highway 6, South Suite 70","Sugar Land",,"TX","77478",2812431000,97,3,0,98,94,5,1,97,95,4,1,97,92,8,0,97,,819,194,24,04/01/2017,03/31/2018
"450871","ARISE AUSTIN MEDICAL CENTER","3003 Bee Caves Road","Austin",,"TX","78746",5123143800,96,3,1,97,88,9,3,92,87,11,2,95,86,11,3,94,,1498,238,17,04/01/2017,03/31/2018
"450874","BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","440 West Interstate 635","Irving",,"TX","75063",9728684000,98,2,0,99,90,8,2,94,86,11,3,94,84,13,3,92,,1321,360,27,04/01/2017,03/31/2018
"450880","BAYLOR SURGICAL HOSPITAL AT FORT WORTH","1800 Park Place Ave","Fort Worth",,"TX","76110",8173345050,98,1,1,99,94,5,1,97,89,9,2,95,88,11,1,95,,991,264,27,04/01/2017,03/31/2018
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","2850  E State Highway 114","Trophy Club",,"TX","76262",8178374600,98,2,0,99,95,4,1,97,89,9,2,96,88,10,2,95,,1057,215,20,04/01/2017,03/31/2018
"450888","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","1545 E. Southlake Blvd.","Southlake",,"TX","76092",8177488700,,,,,,,,,,,,,,,,,"4",,,,,
"450889","TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS","7115 Greenville Avenue Suite 100","Dallas",,"TX","75231",2146475300,,,,,,,,,,,,,,,,,"4",,,,,
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY","6020 W Parker Road","Plano",,"TX","75093",9724032700,,,,,,,,,,,,,,,,,"4",,,,,
"460001","UTAH VALLEY HOSPITAL","1034 North 500 West","Provo",,"UT","84604",8013737850,95,5,0,97,87,11,2,92,82,15,3,93,82,15,3,93,,11064,2509,23,04/01/2017,03/31/2018
"460003","SALT LAKE REGIONAL MEDICAL CENTER","1050 East South Temple","Salt Lake City",,"UT","84102",8013504111,,,,,,,,,,,,,,,,,"4",,,,,
"460004","MCKAY DEE HOSPITAL","4401 Harrison Boulevard","Ogden",,"UT","84403",8013872800,97,3,0,98,90,9,1,94,87,11,2,94,86,12,2,95,,9237,2199,24,04/01/2017,03/31/2018
"460006","LDS HOSPITAL","324-8th Avenue","Salt Lake City",,"UT","84143",8014081100,95,4,1,97,88,9,3,93,83,15,2,93,82,15,3,92,,6417,1572,25,04/01/2017,03/31/2018
"460007","CEDAR CITY HOSPITAL","1303  North Main Street","Cedar City",,"UT","84721",4355866587,98,2,0,99,91,8,1,95,89,9,2,95,83,14,3,92,,1222,331,27,04/01/2017,03/31/2018
"460009","UNIVERSITY OF UTAH HOSPITALS AND CLINICS","50 North Medical Drive","Salt Lake City",,"UT","84132",8015812121,97,3,0,99,92,7,1,95,92,6,2,96,92,7,1,97,,2513,603,24,04/01/2017,03/31/2018
"460010","INTERMOUNTAIN MEDICAL CENTER","5121 South Cottonwood Drive","Murray",,"UT","84157",8015077000,95,4,1,97,88,9,3,93,84,13,3,93,84,14,2,94,,9707,2389,25,04/01/2017,03/31/2018
"460015","LOGAN REGIONAL HOSPITAL","500 East 1400 North","Logan",,"UT","84341",4357161000,98,2,0,99,88,10,2,93,85,13,2,94,82,16,2,93,,6228,1597,26,04/01/2017,03/31/2018
"460021","DIXIE REGIONAL MEDICAL CENTER","1380 East Medical Center Drive","St George",,"UT","84790",4352511000,96,3,1,98,88,10,2,93,85,13,2,93,85,13,2,94,,5061,1459,29,04/01/2017,03/31/2018
"460023","AMERICAN FORK HOSPITAL","170 North 1100 East","American Fork",,"UT","84003",8018553305,96,3,1,98,88,10,2,93,86,11,3,93,84,13,3,93,,6171,1300,21,04/01/2017,03/31/2018
"460026","SEVIER VALLEY HOSPITAL","1000 North Main Street","Richfield",,"UT","84701",4358934100,96,4,0,98,87,11,2,93,82,13,5,92,76,22,2,91,,1272,361,28,04/01/2017,03/31/2018
