State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"MA","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.820","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.113","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.034","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.023","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.709","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.913","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.079","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.015","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.891","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.184","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.020","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.172","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.033","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.665","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.250","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.067","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.004","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.241","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.003","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.863","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.403","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.864","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.067","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.882","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.212","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.853","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.762","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.116","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.363","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.697","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.591","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.611","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.752","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.561","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.897","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.916","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.581","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.825","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.557","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.614","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.898","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.587","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.965","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.845","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.355","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.374","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.199","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.490","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.603","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.572","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.858","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.921","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.594","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.827","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.455","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.815","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.435","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.678","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.724","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.270","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.704","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.454","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.539","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.515","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.805","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.240","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.823","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.917","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.814","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.883","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.638","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.701","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.131","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.322","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.779","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.294","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.961","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.722","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.352","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.853","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.412","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.458","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.341","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","1.129","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","MRSA Bacteremia: Lower Confidence Limit","HAI_5_CI_LOWER","0.164","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.841","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.638","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.769","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Clostridium Difficile (C.Diff)","HAI_6_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.729","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.848","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.935","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.891","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.998","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.823","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.667","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.702","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Clostridium Difficile (C.Diff)","HAI_6_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.716","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.887","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.748","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.966","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.816","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.851","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.759","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.744","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.894","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.925","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.693","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.809","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.895","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.734","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Clostridium Difficile (C.Diff)","HAI_6_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.718","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.822","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.778","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Clostridium Difficile (C.Diff)","HAI_6_SIR","1.081","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.812","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.949","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.887","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.968","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.840","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.762","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.831","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.697","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.828","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.824","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.398","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Clostridium Difficile (C.Diff)","HAI_6_SIR","1.006","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.811","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.704","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.814","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.762","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Clostridium Difficile (C.Diff)","HAI_6_SIR","1.143","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.751","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Clostridium Difficile (C.Diff)","HAI_6_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.833","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.957","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.860","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.836","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Clostridium Difficile (C.Diff)","HAI_6_SIR","0.662","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.997","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.675","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.826","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.768","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.867","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.989","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.948","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","1.094","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.928","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.685","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.732","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.813","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.949","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.847","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.996","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.854","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.917","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.800","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.791","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.932","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.969","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.783","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.840","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.944","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.769","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.770","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.957","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.808","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
