Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,STTag,Score,Sample,Footnote,Measure Start Date,Measure End Date
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","6057452000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","6057452000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","6057452000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","6057452000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","6057452000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","6057452000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","165","270","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","110","243","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","96","295","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","6053363230","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","1","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","420","634","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","268","619","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","62","483","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","MEMPHIS","TN","38104","SHELBY","9015777200","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","5","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","244","617","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","88","614","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","95","484","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN","37684","WASHINGTON","4239261171","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","7","14","","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","10/01/2016","03/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN","37129","RUTHERFORD","6158676000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","288","503","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","214","460","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","90","566","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN","37212","DAVIDSON","6153275332","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","11","18","","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","305","491","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","56","486","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","92","278","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","100","92","","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","12","86","","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","2","1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","5 - Results are not available for this reporting period.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Emergency Department","OP-21","Median time to pain med","Minutes","67","20","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX","79106","POTTER","8063559703","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX","75216","DALLAS","2147428387","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","322","568","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
