Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,96,294,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,390,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,66,111,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),17,111,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.26,11632,,1/1/2016,12/31/2016
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.35,11632,,1/1/2016,12/31/2016
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,93,454,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,608,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,71,197,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),20,197,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,969,,1/1/2016,12/31/2016
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,969,,1/1/2016,12/31/2016
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,83,211,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,351,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,80,114,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),27,114,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.05,3594,,1/1/2016,12/31/2016
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.6,3594,,1/1/2016,12/31/2016
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,55,20,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,92,285,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,396,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,30,142,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),11,142,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.06,6875,,1/1/2016,12/31/2016
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.04,6875,,1/1/2016,12/31/2016
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,91,586,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,779,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,24,244,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),18,244,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.38,5929,,1/1/2016,12/31/2016
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.55,5929,,1/1/2016,12/31/2016
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,94,385,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,552,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,94,140,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),46,140,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.11,8454,,1/1/2016,12/31/2016
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.09,8454,,1/1/2016,12/31/2016
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,99,380,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,438,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,79,258,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),46,258,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,1120,,1/1/2016,12/31/2016
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,1120,,1/1/2016,12/31/2016
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,96,214,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,323,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,73,86,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),66,86,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.07,4707,,1/1/2016,12/31/2016
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.2,4707,,1/1/2016,12/31/2016
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,9,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,90,507,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,687,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,99,174,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),63,174,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2605,,1/1/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.38,2605,,1/1/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,54,13,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,94,277,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,400,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,60,174,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),32,174,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER - VA PUGET SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.86,5456,,1/1/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER - VA PUGET SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,3.15,5456,,1/1/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER - VA PUGET SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER - VA PUGET SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,93,362,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER - VA PUGET SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,484,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER - VA PUGET SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,42,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50030F,SEATTLE VA MEDICAL CENTER - VA PUGET SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),34,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.47,2460,,1/1/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,2460,,1/1/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,10,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,96,338,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,432,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,82,158,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),36,158,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2794,,1/1/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.28,2794,,1/1/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,10,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,282,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,395,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,39,101,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),16,101,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,5564,,1/1/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.08,5564,,1/1/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,82,528,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,711,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
